url,page_type,cidade,title_current,title_length,title_mobile_length,title_issues,meta_current,meta_length,meta_mobile_length,meta_issues,total_issues,status,suggestions
anapolis-go/aluguel-de-empilhadeira-combustao/index.html,aluguel,Anapolis,Aluguel de Empilhadeira a Combustão em Anápolis | Movemáquinas,62,50,Marca 'Clark' ausente (recomendado para diferencial),"Empilhadeira a combustão para locação em Anápolis: GLP e diesel Clark de 2.000 a 8.000 kg. DAIA, Porto Seco, distribuição. Entrega via BR-153, manutenção inclusa.",162,120,"Meta muito longa (162 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Anapolis | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Anapolis. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 53, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Anapolis | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Anapolis. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 51, ""meta_length"": 109, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Anapolis | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Anapolis. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 52, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Anapolis,Aluguel de Plataforma Elevatória Articulada em Anápolis | Movemáquinas,70,50,Marca 'Clark' ausente (recomendado para diferencial),"Plataforma articulada para locação em Anápolis valor sob consulta. Modelos de 12 e 15m para manutenção de galpões no DAIA, fábricas farmacêuticas e obras industriais. Entrega em 24h via BR-153. Movemáquinas: distribuidor Clark autorizado.",238,120,"Meta muito longa (238 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Anapolis | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Anapolis. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 53, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Anapolis | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Anapolis. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 51, ""meta_length"": 109, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Anapolis | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Anapolis. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 52, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Anapolis,Aluguel de Plataforma Elevatória Tesoura em Anápolis | Movemáquinas,67,50,Marca 'Clark' ausente (recomendado para diferencial),"Plataforma tesoura para locação em Anápolis: elétrica para fábricas do DAIA (zero emissão, Anvisa) e diesel para pátios industriais. 8 a 15m, entrega via BR-153 em 24h.",168,120,"Meta muito longa (168 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Anapolis | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Anapolis. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 53, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Anapolis | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Anapolis. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 51, ""meta_length"": 109, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Anapolis | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Anapolis. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 52, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/aluguel-de-transpaleteira/index.html,aluguel,Anapolis,Aluguel de Transpaleteira Elétrica em Anápolis | Movemáquinas,61,50,Marca 'Clark' ausente (recomendado para diferencial),"Transpaleteira elétrica Clark para locação em Anápolis: lítio 24V para câmaras frias do DAIA, patolada para Porto Seco. 5 modelos, entrega BR-153, manutenção inclusa.",166,120,"Meta muito longa (166 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Anapolis | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Anapolis. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 53, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Anapolis | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Anapolis. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 51, ""meta_length"": 109, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Anapolis | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Anapolis. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 52, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/curso-de-operador-de-empilhadeira/index.html,curso,Anapolis,Curso de Operador de Empilhadeira NR-11 em Anápolis | Movemáquinas,66,50,Marca 'Clark' ausente (recomendado para diferencial),"Curso de operador de empilhadeira NR-11 em Anápolis: certificação nacional, aulas práticas e teóricas. In-company no DAIA. +4.000 operadores formados. Movemáquinas.",164,120,"Meta muito longa (164 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s),"[{""option"": 1, ""title"": ""Curso NR-11 em Anapolis | Certificado Profissional"", ""meta"": ""Curso Empilhadeira em Anapolis. Certificado oficial, prático, turmas semanais. Instrutor experiente. (62 98434-3800)"", ""title_length"": 50, ""meta_length"": 116, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Treinamento NR-11 em Anapolis | Certificado Oficial"", ""meta"": ""Treinamento Empilhadeira em Anapolis. Teoria + prática com equipamentos reais. Vagas limitadas. Matricule-se."", ""title_length"": 51, ""meta_length"": 109, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""NR-11 Prático em Anapolis | Certificação Oficial"", ""meta"": ""Empilhadeira prático em Anapolis. Certificação reconhecida, próximas turmas abertas. Inscreva-se agora."", ""title_length"": 48, ""meta_length"": 103, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/manutencao-empilhadeira/index.html,manutencao,Anapolis,Manutenção de Empilhadeira em Anápolis | Preventiva e Corretiva Clark | Movemáquinas,84,50,"Title muito longo (84 chars, ideal <70)","Manutenção preventiva e corretiva de empilhadeira em Anápolis. Técnicos certificados Clark, atendimento in loco, plano de revisões. Movemáquinas: +20 anos no mercado.",166,120,"Meta muito longa (166 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s),"[{""option"": 1, ""title"": ""Manutenção Empilhadeira em Anapolis | Técnicos 24/7"", ""meta"": ""Manutenção de Empilhadeira em Anapolis. Técnicos certificados Clark, peças originais, 24/7. (62 98434-3800)"", ""title_length"": 51, ""meta_length"": 107, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Serviço de Manutenção em Anapolis | Técnicos 24/7"", ""meta"": ""Serviço de manutenção em Anapolis. Preventiva e corretiva, peças originais, garantia. Chamar agora."", ""title_length"": 49, ""meta_length"": 99, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Empilhadeira - Manutenção em Anapolis | Técnicos 24/7"", ""meta"": ""Manutenção Empilhadeira em Anapolis. Técnicos especializados, diagnóstico grátis, entrega rápida."", ""title_length"": 53, ""meta_length"": 97, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
anapolis-go/pecas-e-assistencia-empilhadeira/index.html,pecas,Anapolis,Peças para Empilhadeira em Anápolis | Assistência Clark | Movemáquinas,70,50,✅,"Peças originais Clark e assistência técnica para empilhadeira em Anápolis. Garfos, mastro, hidráulico, motor. Entrega rápida, técnicos certificados. Movemáquinas: +20 anos de mercado.",183,120,"Meta muito longa (183 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",2,⚠️ 2 issue(s),"[{""option"": 1, ""title"": ""Peças Clark em Anapolis | Originais Garantidas"", ""meta"": ""Peças originais Clark em Anapolis. Garantia do fabricante, compatibilidade 100%, estoque. (62 98434-3800)"", ""title_length"": 46, ""meta_length"": 105, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Peças Empilhadeira em Anapolis | Originais Garantidas"", ""meta"": ""Peças e componentes Clark em Anapolis. 20+ anos, técnicos especializados, diagnóstico grátis."", ""title_length"": 53, ""meta_length"": 93, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Empilhadeira Clark em Anapolis | Originais Garantidas"", ""meta"": ""Peças Empilhadeira Clark em Anapolis. Originais, garantidas, entrega rápida. Cotação sem taxa."", ""title_length"": 53, ""meta_length"": 94, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
aparecida-de-goiania-go/aluguel-de-empilhadeira-combustao/index.html,aluguel,Aparecida Deiania,Aluguel de Empilhadeira Combustão em Aparecida de Goiânia | Move Máquinas,73,50,"Title muito longo (73 chars, ideal <70); Marca 'Clark' ausente (recomendado para diferencial)",,0,0,"CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile; Localidade ausente (adicione cidade)",5,⚠️ 5 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Aparecida Deiania. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 62, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Aparecida Deiania. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 60, ""meta_length"": 118, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Aparecida Deiania | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Aparecida Deiania. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 61, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
aparecida-de-goiania-go/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Aparecida Deiania,Aluguel de Plataforma Articulada em Aparecida de Goiânia | Move Máquinas,72,50,"Title muito longo (72 chars, ideal <70); Marca 'Clark' ausente (recomendado para diferencial)",,0,0,"CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile; Localidade ausente (adicione cidade)",5,⚠️ 5 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Aparecida Deiania. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 62, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Aparecida Deiania. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 60, ""meta_length"": 118, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Aparecida Deiania | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Aparecida Deiania. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 61, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
aparecida-de-goiania-go/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Aparecida Deiania,Aluguel de Plataforma Tesoura em Aparecida de Goiânia | Move Máquinas,69,50,Marca 'Clark' ausente (recomendado para diferencial),,0,0,"CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile; Localidade ausente (adicione cidade)",4,⚠️ 4 issue(s),"[{""option"": 1, ""title"": ""Aluguel Empilhadeira Clark em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Empilhadeira Clark para alugar em Aparecida Deiania. Entrega hoje, manutenção inclusa. +20 anos. (62 98434-3800)"", ""title_length"": 62, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 2, ""title"": ""Empilhadeira para Alugar em Aparecida Deiania | Entrega Hoje"", ""meta"": ""Aluguel de Empilhadeira em Aparecida Deiania. Orçamento sem taxa. Entrega rápida, técnicos certificados. Chamar agora."", ""title_length"": 60, ""meta_length"": 118, ""title_mobile_ok"": true, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}, {""option"": 3, ""title"": ""Alugar Empilhadeira em Aparecida Deiania | Entrega Hoje Clark"", ""meta"": ""Empilhadeira para alugar em Aparecida Deiania. Modelos premium Clark. Manutenção, combustível e seguro inclusos."", ""title_length"": 61, ""meta_length"": 112, ""title_mobile_ok"": false, ""meta_mobile_ok"": true, ""rating"": ""4.7⭐ (30 reviews)""}]"
